rank,title,author,weeks_on_list
1,HAVANA STORM,Clive Cussler,2
2,THE BURNING ROOM,Michael Connelly,3
3,THE MARTIAN,Andy Weir,13
4,CRASH AND BURN,Lisa Gardner,2
5,GRAY MOUNTAIN,John Grisham,13
1,"THE WALKING DEAD COMPENDIUM, VOL. 3",Robert Kirkman and Charlie Adlard,5
2,DRAMA,Raina Telgemeier,120
3,"THE WALKING DEAD COMPENDIUM, VOL. 1",Robert Kirkman and others,159
4,SMILE,Raina Telgemeier,179
5,SISTERS,Raina Telgemeier,63
1,THE BOYS IN THE BOAT,Daniel James Brown,77
2,ALEXANDER HAMILTON,Ron Chernow,5
3,I AM MALALA,Malala Yousafzai with Christina Lamb,24
4,IN THE HEART OF THE SEA,Nathaniel Philbrick,21
5,YES PLEASE,Amy Poehler,11
1,THE DAY THE CRAYONS CAME HOME,Drew Daywalt,13
2,THE DAY THE CRAYONS QUIT,Drew Daywalt,125
3,THE LITTLE SNOWPLOW,Lora Koehler,2
4,WHAT PET SHOULD I GET?,Dr Seuss,16
5,THE BOOK WITH NO PICTURES,BJ Novak,59
1,BETWEEN THE WORLD AND ME,Ta-Nehisi Coates,0
2,JUST MERCY,Bryan Stevenson,0
3,THE NEW JIM CROW,Michelle Alexander,0
4,THE OTHER WES MOORE,Wes Moore,0
5,THE SHORT AND TRAGIC LIFE OF ROBERT PEACE,Jeff Hobbs,0
1,WHY NOT ME?,Mindy Kaling,0
2,THE FIVE LOVE LANGUAGES,Gary Chapman,0
3,MODERN ROMANCE,Aziz Ansari with Eric Klinenberg,0
4,DARING GREATLY,Brené Brown,0
5,F*CK FEELINGS,Michael I Bennett and Sarah Bennett,0
1,THE POWER OF I AM,Joel Osteen,0
2,THE WITCHES,Stacy Schiff,0
3,FERVENT,Priscilla Shirer,0
4,THE FOUR AGREEMENTS,Don Miguel Ruiz,0
5,FOR THE LOVE,Jen Hatmaker,0
1,DIARY OF A WIMPY KID,Jeff Kinney,348
2,LUNAR CHRONICLES,Marissa Meyer,9
3,DORK DIARIES,Rachel Renée Russell,142
4,RUSH REVERE,Rush Limbaugh with Kathryn Adams Limbaugh,13
5,HARRY POTTER,JK Rowling,347
1,STARS OF FORTUNE,Nora Roberts,2
2,THE MARTIAN,Andy Weir,55
3,"MERRY CHRISTMAS, ALEX CROSS",James Patterson,2
4,THE ALCHEMIST,Paulo Coelho,380
5,MY BRILLIANT FRIEND,Elena Ferrante,11
1,HUMANS OF NEW YORK: STORIES,Brandon Stanton,0
2,A WALK IN THE WOODS,Bill Bryson,0
3,DEEP SOUTH,Paul Theroux,0
4,WILD,Cheryl Strayed,0
5,MY SOUTHERN JOURNEY,Rick Bragg,0
1,THE AMAZING BOOK IS NOT ON FIRE,Dan Howell and Phil Lester,5
2,CARRY ON,Rainbow Rowell,6
3,ILLUMINAE,Amie Kaufman and Jay Kristoff,4
4,GIRL ONLINE: ON TOUR,Zoe Sugg,4
5,RED QUEEN,Victoria Aveyard,13
1,DO UNTO ANIMALS,Tracey Stewart,0
2,CATIFY TO SATISFY,Jackson Galaxy and Kate Benjamin,0
3,THE DOGIST,Elias Weiss Friedman,0
4,THROUGH A DOG'S EYES,Jennifer Arnold,0
5,THE HORSE,Wendy Williams,0
1,TROUBLEMAKER,Leah Remini and Rebecca Paley,0
2,WHY NOT ME?,Mindy Kaling,0
3,WILDFLOWER,Drew Barrymore,0
4,STRONG LOOKS BETTER NAKED,Khloe Kardashian,0
5,BINGE,Tyler Oakley,0
1,THE SWORD OF SUMMER,Rick Riordan,7
2,WONDER,RJ Palacio,15
3,AUGGIE & ME,RJ Palacio,14
4,CRENSHAW,Katherine Applegate,9
5,THE ISLE OF THE LOST,Melissa de la Cruz,14
1,TRICKY TWENTY-TWO,Janet Evanovich,1
2,THE GUILTY,David Baldacci,1
3,ROGUE LAWYER,John Grisham,5
4,ALL DRESSED IN WHITE,Mary Higgins Clark and Alafair Burke,1
5,THE CROSSING,Michael Connelly,3
1,KILLING REAGAN,Bill O'Reilly and Martin Dugard,9
2,THOMAS JEFFERSON AND THE TRIPOLI PIRATES,Brian Kilmeade and Don Yaeger,3
3,TROUBLEMAKER,Leah Remini and Rebecca Paley,3
4,DESTINY AND POWER,Jon Meacham,2
5,BETWEEN THE WORLD AND ME,Ta-Nehisi Coates,19
1,NOTORIOUS RBG,Irin Carmon and Shana Knizhnik,0
2,THE DEVIL IN THE WHITE CITY,Erik Larson,0
3,JUST MERCY,Bryan Stevenson,0
4,BLACK MASS,Dick Lehr and Gerald O'Neill,0
5,MERCHANTS IN THE TEMPLE,Gianluigi Nuzzi,0
1,HUMANS OF NEW YORK: STORIES,Brandon Stanton,0
2,MY LIFE ON THE ROAD,Gloria Steinem,0
3,M TRAIN,Patti Smith,0
4,SPQR,Mary Beard,0
5,HUMANS OF NEW YORK,Brandon Stanton,0
1,TRICKY TWENTY-TWO,Janet Evanovich,1
2,THE GUILTY,David Baldacci,1
3,ALL DRESSED IN WHITE,Mary Higgins Clark and Alafair Burke,1
4,MONSTER ________,Kendall Ryan,1
5,ROGUE LAWYER,John Grisham,5
1,TROUBLEMAKER,Leah Remini and Rebecca Paley,3
2,I WAS HITLER'S CHAUFFEUR,Erich Kempka,1
3,BUT ENOUGH ABOUT ME,Burt Reynolds and Jon Winokur,1
4,KILLING REAGAN,Bill O'Reilly and Martin Dugard,9
5,THOMAS JEFFERSON AND THE TRIPOLI PIRATES,Brian Kilmeade and Don Yaeger,3
1,I AM MALALA,Malala Yousafzai with Christina Lamb,0
2,THE ORGANIZED MIND,Daniel J Levitin,0
3,HOW NOT TO BE WRONG,Jordan Ellenberg,0
4,THE LAST LECTURE,Randy Pausch with Jeffrey Zaslow,0
5,THE PRIZE,Dale Russakoff,0
1,STRANGERS ON A BRIDGE,James Donovan,0
2,100 DEADLY SKILLS,Clint Emerson,0
3,BRIDGE OF SPIES,Giles Whittell,0
4,SPY SECRETS THAT CAN SAVE YOUR LIFE,Jason Hanson,0
5,BLACK MASS,Dick Lehr and Gerald O'Neill,0
1,THE WRIGHT BROTHERS,David McCullough,0
2,IN THE HEART OF THE SEA,Nathaniel Philbrick,0
3,DEAD WAKE,Erik Larson,0
4,INTO THE WILD,Jon Krakauer,0
5,ASTORIA,Peter Stark,0
1,WHAT TO EXPECT WHEN YOU'RE EXPECTING,Heidi Murkoff and Sharon Mazel,0
2,DARTH VADER AND SON,Jeffrey Brown,0
3,THE FIVE LOVE LANGUAGES OF CHILDREN,Gary D Chapman and Ross Campbell,0
4,THE WHOLE-BRAIN CHILD,Daniel J Siegel and Tina Payne Bryson,0
5,LITTLE VICTORIES,Jason Gay,0
1,STRONG LOOKS BETTER NAKED,Khloe Kardashian,0
2,TIMELESS BEAUTY,Christie Brinkley,0
3,HOME,Ellen DeGeneres,0
4,STYLED,Emily Henderson and Angelin Borsics,0
5,LOVE STYLE LIFE,Garance Doré,0
1,THE PIONEER WOMAN COOKS: DINNERTIME,Ree Drummond,0
2,NERDY NUMMIES COOKBOOK,Rosanna Pansino,0
3,THE FOOD LAB,J Kenji Lopez-Alt,0
4,HAPPY COOKING,Giada De Laurentiis,0
5,THE 20/20 DIET,Phil McGraw,0
1,LOST OCEAN,Johanna Basford,0
2,HARRY POTTER COLORING BOOK,various illustrators,0
3,ENCHANTED FOREST,Johanna Basford,0
4,STRESS RELIEVING ANIMAL DESIGNS,the editors of Blue Star Books,0
5,SECRET GARDEN,Johanna Basford,0
1,TRICKY TWENTY-TWO,Janet Evanovich,1
2,THE GUILTY,David Baldacci,1
3,ROGUE LAWYER,John Grisham,5
4,THE BAZAAR OF BAD DREAMS,Stephen King,3
5,SEE ME,Nicholas Sparks,6
1,THE SANDMAN,Neil Gaiman and Dirk Maggs,2
2,AMAZING FANTASTIC INCREDIBLE,"Stan Lee, Peter David and Colleen Doran",3
3,"INJUSTICE: GODS AMONG US YEAR 3, VOL. 1","Tom Taylor, Bruno Redondo and Mike S Miller",1
4,KILLING AND DYING,Adrian Tomine,7
5,"STEP ASIDE, POPS",Kate Beaton,10
1,KILLING REAGAN,Bill O'Reilly and Martin Dugard,9
2,THOMAS JEFFERSON AND THE TRIPOLI PIRATES,Brian Kilmeade and Don Yaeger,3
3,DESTINY AND POWER,Jon Meacham,2
4,TROUBLEMAKER,Leah Remini and Rebecca Paley,3
5,BETWEEN THE WORLD AND ME,Ta-Nehisi Coates,19
1,KILLING REAGAN,Bill O'Reilly and Martin Dugard,0
2,DESTINY AND POWER,Jon Meacham,0
3,CRIPPLED AMERICA,Donald J Trump,0
4,BETWEEN THE WORLD AND ME,Ta-Nehisi Coates,0
5,LIGHTS OUT,Ted Koppel,0
1,STRONG LOOKS BETTER NAKED,Khloe Kardashian,0
2,BEING MORTAL,Atul Gawande,0
3,FURIOUSLY HAPPY,Jenny Lawson,0
4,TIMELESS BEAUTY,Christie Brinkley,0
5,10-DAY GREEN SMOOTHIE CLEANSE,J J Smith,0
1,WHY NOT ME?,Mindy Kaling,0
2,BINGE,Tyler Oakley,0
3,MODERN ROMANCE,Aziz Ansari with Eric Klinenberg,0
4,SELP-HELF,Miranda Sings,0
5,YES PLEASE,Amy Poehler,0
1,THE HEART OF EVERYTHING THAT IS,Bob Drury and Tom Clavin,0
2,EMPIRE OF THE SUMMER MOON,SC Gwynne,0
3,TRACE,Lauret Savoy,0
4,1491,Charles C Mann,0
5,BORN TO RUN,Christopher McDougall,0
1,"ONE-PUNCH MAN, VOL. 2",ONE and Yusuke Murata,7
2,"TOKYO GHOUL, VOL. 1",Sui Ishida,23
3,"BLACK BUTLER, VOL. 21",Yana Toboso,1
4,"ONE-PUNCH MAN, VOL. 1",ONE and Yusuke Murata,12
5,"TOKYO GHOUL, VOL. 3",Sui Ishida,5
1,THE BURNING ROOM,Michael Connelly,4
2,HAVANA STORM,Clive Cussler,3
3,THE MARTIAN,Andy Weir,14
4,GRAY MOUNTAIN,John Grisham,14
5,WISHES FOR CHRISTMAS,Fern Michaels,4
1,STAR WARS: SHATTERED EMPIRE,"Greg Rucka, Marco Chechetto and Angel Unzueta",1
2,"THE WALKING DEAD COMPENDIUM, VOL. 3",Robert Kirkman and Charlie Adlard,6
3,DRAMA,Raina Telgemeier,121
4,SMILE,Raina Telgemeier,180
5,"THE WALKING DEAD COMPENDIUM, VOL. 1",Robert Kirkman and others,160
1,THE BOYS IN THE BOAT,Daniel James Brown,78
2,I AM MALALA,Malala Yousafzai with Christina Lamb,25
3,IN THE HEART OF THE SEA,Nathaniel Philbrick,22
4,ALEXANDER HAMILTON,Ron Chernow,6
5,YES PLEASE,Amy Poehler,12
1,THE DAY THE CRAYONS CAME HOME,Drew Daywalt,14
2,THE LITTLE SNOWPLOW,Lora Koehler,3
3,THE DAY THE CRAYONS QUIT,Drew Daywalt,126
4,THE BOOK WITH NO PICTURES,BJ Novak,60
5,WHAT PET SHOULD I GET?,Dr Seuss,17
1,BETWEEN THE WORLD AND ME,Ta-Nehisi Coates,0
2,JUST MERCY,Bryan Stevenson,0
3,THE NEW JIM CROW,Michelle Alexander,0
4,THE BOOK OF FORGIVING,Desmond Tutu,0
5,CITIZEN,Claudia Rankine,0
1,WHY NOT ME?,Mindy Kaling,0
2,THE FIVE LOVE LANGUAGES,Gary Chapman,0
3,MODERN ROMANCE,Aziz Ansari with Eric Klinenberg,0
4,DARING GREATLY,Brené Brown,0
5,DEAR MR. YOU,Mary-Louise Parker,0
1,TROUBLEMAKER,Leah Remini and Rebecca Paley,0
2,THE WITCHES,Stacy Schiff,0
3,THE POWER OF I AM,Joel Osteen,0
4,THE EMMAUS CODE,David Limbaugh,0
5,THE FOUR AGREEMENTS,Don Miguel Ruiz,0
1,DIARY OF A WIMPY KID,Jeff Kinney,349
2,DORK DIARIES,Rachel Renée Russell,143
3,RUSH REVERE,Rush Limbaugh with Kathryn Adams Limbaugh,14
4,HARRY POTTER,JK Rowling,348
5,LUNAR CHRONICLES,Marissa Meyer,10
1,THE MARTIAN,Andy Weir,56
2,STARS OF FORTUNE,Nora Roberts,3
3,THE ALCHEMIST,Paulo Coelho,381
4,EVERYTHING I NEVER TOLD YOU,Celeste Ng,23
5,MY BRILLIANT FRIEND,Elena Ferrante,12
1,HUMANS OF NEW YORK: STORIES,Brandon Stanton,0
2,MY SOUTHERN JOURNEY,Rick Bragg,0
3,HUMANS OF NEW YORK,Brandon Stanton,0
4,PACIFIC,Simon Winchester,0
5,WILD,Cheryl Strayed,0
1,THE AMAZING BOOK IS NOT ON FIRE,Dan Howell and Phil Lester,6
2,CARRY ON,Rainbow Rowell,7
3,THE SLEEPER AND THE SPINDLE,Neil Gaiman,4
4,RED QUEEN,Victoria Aveyard,14
5,ELEANOR AND PARK,Rainbow Rowell,13
1,DO UNTO ANIMALS,Tracey Stewart,0
2,CATIFY TO SATISFY,Jackson Galaxy and Kate Benjamin,0
3,THE DOGIST,Elias Weiss Friedman,0
4,THROUGH A DOG'S EYES,Jennifer Arnold,0
5,THE HORSE,Wendy Williams,0
1,TROUBLEMAKER,Leah Remini and Rebecca Paley,0
2,WHY NOT ME?,Mindy Kaling,0
3,WILDFLOWER,Drew Barrymore,0
4,STRONG LOOKS BETTER NAKED,Khloe Kardashian,0
5,BINGE,Tyler Oakley,0
1,THE SWORD OF SUMMER,Rick Riordan,8
2,ROBOTS GO WILD,James Patterson and Chris Grabenstein,1
3,WONDER,RJ Palacio,16
4,THE ISLE OF THE LOST,Melissa de la Cruz,15
5,AUGGIE & ME,RJ Palacio,15
1,CROSS JUSTICE,James Patterson,1
2,TRICKY TWENTY-TWO,Janet Evanovich,2
3,THE GUILTY,David Baldacci,2
4,SEE ME,Nicholas Sparks,7
5,ROGUE LAWYER,John Grisham,6
1,KILLING REAGAN,Bill O'Reilly and Martin Dugard,10
2,HUMANS OF NEW YORK: STORIES,Brandon Stanton,4
3,THOMAS JEFFERSON AND THE TRIPOLI PIRATES,Brian Kilmeade and Don Yaeger,4
4,BOYS IN THE TREES,Carly Simon,1
5,TROUBLEMAKER,Leah Remini and Rebecca Paley,4
1,NOTORIOUS RBG,Irin Carmon and Shana Knizhnik,0
2,THE DEVIL IN THE WHITE CITY,Erik Larson,0
3,JUST MERCY,Bryan Stevenson,0
4,BLACK MASS,Dick Lehr and Gerald O'Neill,0
5,MERCHANTS IN THE TEMPLE,Gianluigi Nuzzi,0
1,HUMANS OF NEW YORK: STORIES,Brandon Stanton,0
2,MY LIFE ON THE ROAD,Gloria Steinem,0
3,M TRAIN,Patti Smith,0
4,SPQR,Mary Beard,0
5,HUMANS OF NEW YORK,Brandon Stanton,0
1,CROSS JUSTICE,James Patterson,1
2,THE GUILTY,David Baldacci,2
3,TRICKY TWENTY-TWO,Janet Evanovich,2
4,SEE ME,Nicholas Sparks,6
5,ROGUE LAWYER,John Grisham,6
1,BOYS IN THE TREES,Carly Simon,1
2,TROUBLEMAKER,Leah Remini and Rebecca Paley,4
3,THE STORY OF THE JEWS,Simon Schama,2
4,THOMAS JEFFERSON AND THE TRIPOLI PIRATES,Brian Kilmeade and Don Yaeger,4
5,ASTORIA,Peter Stark,1
1,I AM MALALA,Malala Yousafzai with Christina Lamb,0
2,THE ORGANIZED MIND,Daniel J Levitin,0
3,HOW NOT TO BE WRONG,Jordan Ellenberg,0
4,THE LAST LECTURE,Randy Pausch with Jeffrey Zaslow,0
5,THE PRIZE,Dale Russakoff,0
1,STRANGERS ON A BRIDGE,James Donovan,0
2,100 DEADLY SKILLS,Clint Emerson,0
3,BRIDGE OF SPIES,Giles Whittell,0
4,SPY SECRETS THAT CAN SAVE YOUR LIFE,Jason Hanson,0
5,BLACK MASS,Dick Lehr and Gerald O'Neill,0
1,THE WRIGHT BROTHERS,David McCullough,0
2,IN THE HEART OF THE SEA,Nathaniel Philbrick,0
3,DEAD WAKE,Erik Larson,0
4,INTO THE WILD,Jon Krakauer,0
5,ASTORIA,Peter Stark,0
1,WHAT TO EXPECT WHEN YOU'RE EXPECTING,Heidi Murkoff and Sharon Mazel,0
2,DARTH VADER AND SON,Jeffrey Brown,0
3,THE FIVE LOVE LANGUAGES OF CHILDREN,Gary D Chapman and Ross Campbell,0
4,THE WHOLE-BRAIN CHILD,Daniel J Siegel and Tina Payne Bryson,0
5,LITTLE VICTORIES,Jason Gay,0
1,STRONG LOOKS BETTER NAKED,Khloe Kardashian,0
2,TIMELESS BEAUTY,Christie Brinkley,0
3,HOME,Ellen DeGeneres,0
4,STYLED,Emily Henderson and Angelin Borsics,0
5,LOVE STYLE LIFE,Garance Doré,0
1,THE PIONEER WOMAN COOKS: DINNERTIME,Ree Drummond,0
2,NERDY NUMMIES COOKBOOK,Rosanna Pansino,0
3,THE FOOD LAB,J Kenji Lopez-Alt,0
4,HAPPY COOKING,Giada De Laurentiis,0
5,THE 20/20 DIET,Phil McGraw,0
1,LOST OCEAN,Johanna Basford,0
2,HARRY POTTER COLORING BOOK,various illustrators,0
3,ENCHANTED FOREST,Johanna Basford,0
4,STRESS RELIEVING ANIMAL DESIGNS,the editors of Blue Star Books,0
5,SECRET GARDEN,Johanna Basford,0
1,CROSS JUSTICE,James Patterson,1
2,TRICKY TWENTY-TWO,Janet Evanovich,2
3,ROGUE LAWYER,John Grisham,6
4,THE GUILTY,David Baldacci,2
5,THE BAZAAR OF BAD DREAMS,Stephen King,4
1,THE SANDMAN,Neil Gaiman and Dirk Maggs,3
2,BATMAN: THE KILLING JOKE,Alan Moore and Brian Bolland,180
3,ASTERIX AND THE MISSING SCROLL,Jean–Yves Ferri and Didier Conrad,1
4,AMAZING FANTASTIC INCREDIBLE,"Stan Lee, Peter David and Colleen Doran",4
5,KILLING AND DYING,Adrian Tomine,8
1,HUMANS OF NEW YORK: STORIES,Brandon Stanton,7
2,KILLING REAGAN,Bill O'Reilly and Martin Dugard,10
3,THOMAS JEFFERSON AND THE TRIPOLI PIRATES,Brian Kilmeade and Don Yaeger,4
4,DESTINY AND POWER,Jon Meacham,3
5,WHY NOT ME?,Mindy Kaling,10
1,KILLING REAGAN,Bill O'Reilly and Martin Dugard,0
2,DESTINY AND POWER,Jon Meacham,0
3,CRIPPLED AMERICA,Donald J Trump,0
4,BETWEEN THE WORLD AND ME,Ta-Nehisi Coates,0
5,LIGHTS OUT,Ted Koppel,0
1,STRONG LOOKS BETTER NAKED,Khloe Kardashian,0
2,BEING MORTAL,Atul Gawande,0
3,FURIOUSLY HAPPY,Jenny Lawson,0
4,TIMELESS BEAUTY,Christie Brinkley,0
5,10-DAY GREEN SMOOTHIE CLEANSE,J J Smith,0
1,WHY NOT ME?,Mindy Kaling,0
2,BINGE,Tyler Oakley,0
3,MODERN ROMANCE,Aziz Ansari with Eric Klinenberg,0
4,SELP-HELF,Miranda Sings,0
5,YES PLEASE,Amy Poehler,0
1,THE HEART OF EVERYTHING THAT IS,Bob Drury and Tom Clavin,0
2,EMPIRE OF THE SUMMER MOON,SC Gwynne,0
3,TRACE,Lauret Savoy,0
4,1491,Charles C Mann,0
5,BORN TO RUN,Christopher McDougall,0
1,"ONE-PUNCH MAN, VOL. 1",ONE and Yusuke Murata,13
2,"TOKYO GHOUL, VOL. 1",Sui Ishida,24
3,"TOKYO GHOUL, VOL. 2",Sui Ishida,13
4,"ONE-PUNCH MAN, VOL. 2",ONE and Yusuke Murata,8
5,"TOKYO GHOUL, VOL. 3",Sui Ishida,6
1,WILD CAT,Christine Feehan,1
2,INVISIBLE,James Patterson and David Ellis,1
3,THE MARTIAN,Andy Weir,15
4,PEGASUS,Danielle Steel,1
5,WYOMING RUGGED,Diana Palmer,1
1,"THE WALKING DEAD COMPENDIUM, VOL. 3",Robert Kirkman and Charlie Adlard,7
2,DRAMA,Raina Telgemeier,122
3,SMILE,Raina Telgemeier,181
4,"THE WALKING DEAD COMPENDIUM, VOL. 1",Robert Kirkman and others,161
5,SISTERS,Raina Telgemeier,65
1,THE BOYS IN THE BOAT,Daniel James Brown,79
2,I AM MALALA,Malala Yousafzai with Christina Lamb,26
3,IN THE HEART OF THE SEA,Nathaniel Philbrick,23
4,YES PLEASE,Amy Poehler,13
5,THE DEVIL IN THE WHITE CITY,Erik Larson,311
1,THE DAY THE CRAYONS CAME HOME,Drew Daywalt,15
2,HOW TO CATCH SANTA,Jean Reagan,2
3,THE DAY THE CRAYONS QUIT,Drew Daywalt,127
4,THE NIGHT BEFORE CHRISTMAS,Clement C Moore Various illustrators,62
5,THE BOOK WITH NO PICTURES,BJ Novak,61
1,BETWEEN THE WORLD AND ME,Ta-Nehisi Coates,0
2,JUST MERCY,Bryan Stevenson,0
3,THE NEW JIM CROW,Michelle Alexander,0
4,THE BOOK OF FORGIVING,Desmond Tutu,0
5,CITIZEN,Claudia Rankine,0
1,WHY NOT ME?,Mindy Kaling,0
2,THE FIVE LOVE LANGUAGES,Gary Chapman,0
3,MODERN ROMANCE,Aziz Ansari with Eric Klinenberg,0
4,DARING GREATLY,Brené Brown,0
5,DEAR MR. YOU,Mary-Louise Parker,0
1,TROUBLEMAKER,Leah Remini and Rebecca Paley,0
2,THE WITCHES,Stacy Schiff,0
3,THE POWER OF I AM,Joel Osteen,0
4,THE EMMAUS CODE,David Limbaugh,0
5,THE FOUR AGREEMENTS,Don Miguel Ruiz,0
1,DIARY OF A WIMPY KID,Jeff Kinney,350
2,HARRY POTTER,JK Rowling,349
3,DORK DIARIES,Rachel Renée Russell,144
4,RUSH REVERE,Rush Limbaugh with Kathryn Adams Limbaugh,15
5,LUNAR CHRONICLES,Marissa Meyer,11
1,THE MARTIAN,Andy Weir,57
2,STARS OF FORTUNE,Nora Roberts,4
3,THE MAN IN THE HIGH CASTLE,Philip K Dick,1
4,THE ALCHEMIST,Paulo Coelho,382
5,MY BRILLIANT FRIEND,Elena Ferrante,13
1,HUMANS OF NEW YORK: STORIES,Brandon Stanton,0
2,MY SOUTHERN JOURNEY,Rick Bragg,0
3,HUMANS OF NEW YORK,Brandon Stanton,0
4,PACIFIC,Simon Winchester,0
5,WILD,Cheryl Strayed,0
1,THE AMAZING BOOK IS NOT ON FIRE,Dan Howell and Phil Lester,7
2,CARRY ON,Rainbow Rowell,8
3,"EVERYTHING, EVERYTHING",Nicola Yoon,12
4,RED QUEEN,Victoria Aveyard,15
5,FANGIRL,Rainbow Rowell,15
1,DO UNTO ANIMALS,Tracey Stewart,0
2,CATIFY TO SATISFY,Jackson Galaxy and Kate Benjamin,0
3,THE DOGIST,Elias Weiss Friedman,0
4,THROUGH A DOG'S EYES,Jennifer Arnold,0
5,THE HORSE,Wendy Williams,0
1,TROUBLEMAKER,Leah Remini and Rebecca Paley,0
2,WHY NOT ME?,Mindy Kaling,0
3,WILDFLOWER,Drew Barrymore,0
4,STRONG LOOKS BETTER NAKED,Khloe Kardashian,0
5,BINGE,Tyler Oakley,0
1,THE SWORD OF SUMMER,Rick Riordan,9
2,WONDER,RJ Palacio,17
3,ROBOTS GO WILD,James Patterson and Chris Grabenstein,2
4,AUGGIE & ME,RJ Palacio,16
5,THE ISLE OF THE LOST,Melissa de la Cruz,16
1,THE NIGHTINGALE,Kristin Hannah,32
2,TOM CLANCY: COMMANDER IN CHIEF,Mark Greaney,1
3,CROSS JUSTICE,James Patterson,2
4,THE CROSSING,Michael Connelly,5
5,ROGUE LAWYER,John Grisham,7
1,HUMANS OF NEW YORK: STORIES,Brandon Stanton,5
2,KILLING REAGAN,Bill O'Reilly and Martin Dugard,11
3,THOMAS JEFFERSON AND THE TRIPOLI PIRATES,Brian Kilmeade and Don Yaeger,5
4,BETWEEN THE WORLD AND ME,Ta-Nehisi Coates,21
5,DESTINY AND POWER,Jon Meacham,4
1,NOTORIOUS RBG,Irin Carmon and Shana Knizhnik,0
2,THE DEVIL IN THE WHITE CITY,Erik Larson,0
3,JUST MERCY,Bryan Stevenson,0
4,BLACK MASS,Dick Lehr and Gerald O'Neill,0
5,MERCHANTS IN THE TEMPLE,Gianluigi Nuzzi,0
1,HUMANS OF NEW YORK: STORIES,Brandon Stanton,0
2,MY LIFE ON THE ROAD,Gloria Steinem,0
3,M TRAIN,Patti Smith,0
4,SPQR,Mary Beard,0
5,HUMANS OF NEW YORK,Brandon Stanton,0
1,THE NIGHTINGALE,Kristin Hannah,24
2,THE CROSSING,Michael Connelly,5
4,TOM CLANCY: COMMANDER IN CHIEF,Mark Greaney,1
5,THE GOOD GIRL,Mary Kubica,2
1,SUCH GOOD GIRLS,R D Rosen,1
2,"LADY CATHERINE, THE EARL, AND THE REAL DOWNTON ABBEY",the Countess of Carnarvon,2
3,TROUBLEMAKER,Leah Remini and Rebecca Paley,5
4,BOYS IN THE TREES,Carly Simon,2
5,BETWEEN THE WORLD AND ME,Ta-Nehisi Coates,8
1,I AM MALALA,Malala Yousafzai with Christina Lamb,0
2,THE ORGANIZED MIND,Daniel J Levitin,0
3,HOW NOT TO BE WRONG,Jordan Ellenberg,0
4,THE LAST LECTURE,Randy Pausch with Jeffrey Zaslow,0
5,THE PRIZE,Dale Russakoff,0
1,STRANGERS ON A BRIDGE,James Donovan,0
2,100 DEADLY SKILLS,Clint Emerson,0
3,BRIDGE OF SPIES,Giles Whittell,0
4,SPY SECRETS THAT CAN SAVE YOUR LIFE,Jason Hanson,0
5,BLACK MASS,Dick Lehr and Gerald O'Neill,0
1,THE WRIGHT BROTHERS,David McCullough,0
2,IN THE HEART OF THE SEA,Nathaniel Philbrick,0
3,DEAD WAKE,Erik Larson,0
4,INTO THE WILD,Jon Krakauer,0
5,ASTORIA,Peter Stark,0
1,WHAT TO EXPECT WHEN YOU'RE EXPECTING,Heidi Murkoff and Sharon Mazel,0
2,DARTH VADER AND SON,Jeffrey Brown,0
3,THE FIVE LOVE LANGUAGES OF CHILDREN,Gary D Chapman and Ross Campbell,0
4,THE WHOLE-BRAIN CHILD,Daniel J Siegel and Tina Payne Bryson,0
5,LITTLE VICTORIES,Jason Gay,0
1,STRONG LOOKS BETTER NAKED,Khloe Kardashian,0
2,TIMELESS BEAUTY,Christie Brinkley,0
3,HOME,Ellen DeGeneres,0
4,STYLED,Emily Henderson and Angelin Borsics,0
5,LOVE STYLE LIFE,Garance Doré,0
1,THE PIONEER WOMAN COOKS: DINNERTIME,Ree Drummond,0
2,NERDY NUMMIES COOKBOOK,Rosanna Pansino,0
3,THE FOOD LAB,J Kenji Lopez-Alt,0
4,HAPPY COOKING,Giada De Laurentiis,0
5,THE 20/20 DIET,Phil McGraw,0
1,LOST OCEAN,Johanna Basford,0
2,HARRY POTTER COLORING BOOK,various illustrators,0
3,ENCHANTED FOREST,Johanna Basford,0
4,STRESS RELIEVING ANIMAL DESIGNS,the editors of Blue Star Books,0
5,SECRET GARDEN,Johanna Basford,0
1,ROGUE LAWYER,John Grisham,7
2,CROSS JUSTICE,James Patterson,2
3,TOM CLANCY: COMMANDER IN CHIEF,Mark Greaney,1
4,THE BAZAAR OF BAD DREAMS,Stephen King,5
5,THE GUILTY,David Baldacci,3
1,THE SANDMAN,Neil Gaiman and Dirk Maggs,4
2,BATMAN: THE KILLING JOKE,Alan Moore and Brian Bolland,181
3,AMAZING FANTASTIC INCREDIBLE,"Stan Lee, Peter David and Colleen Doran",5
4,"STEP ASIDE, POPS",Kate Beaton,12
5,KILLING AND DYING,Adrian Tomine,9
1,HUMANS OF NEW YORK: STORIES,Brandon Stanton,8
2,KILLING REAGAN,Bill O'Reilly and Martin Dugard,11
3,THOMAS JEFFERSON AND THE TRIPOLI PIRATES,Brian Kilmeade and Don Yaeger,5
4,BETWEEN THE WORLD AND ME,Ta-Nehisi Coates,21
5,DESTINY AND POWER,Jon Meacham,4
1,KILLING REAGAN,Bill O'Reilly and Martin Dugard,0
2,DESTINY AND POWER,Jon Meacham,0
3,CRIPPLED AMERICA,Donald J Trump,0
